view_count,cart_count,purchase_count,stock_level,competitor_price_ratio,hour_of_day,day_of_week,base_price_tier,demand_score,conversion_rate,cart_conversion,price_multiplier
8,1,0,559,1.0222,15,2,1,0.29,0.0,0.125,0.9211
49,6,1,520,1.036,19,3,2,0.5511,0.0204,0.1224,1.0177
68,7,1,393,1.0647,23,6,2,0.59,0.0147,0.1029,1.044
50,9,0,12,1.0036,1,1,3,0.61,0.0,0.18,1.0919
41,3,0,399,1.0598,0,6,1,0.3513,0.0,0.0732,0.9935
14,3,1,114,1.1924,16,3,2,0.7129,0.0714,0.2143,1.1197
49,5,1,59,1.1212,16,4,3,0.5103,0.0204,0.102,1.0375
37,4,0,89,1.1109,5,5,2,0.4012,0.0,0.1081,1.0049
1,0,0,563,1.1116,9,2,1,0.005,0.0,0.0,0.9043
95,3,0,5,1.0656,20,0,2,0.5382,0.0,0.0316,1.0932
3,0,0,263,1.0272,7,2,2,0.015,0.0,0.0,0.8747
27,3,0,455,0.9612,9,3,3,0.3572,0.0,0.1111,0.9937
28,3,0,20,1.0853,17,5,1,0.3543,0.0,0.1071,1.073
72,21,11,248,1.1893,17,2,1,1.0,0.1528,0.2917,1.085
97,19,3,253,1.0257,19,6,1,0.9695,0.0309,0.1959,1.0937
112,8,2,4,1.0375,10,2,3,0.6964,0.0179,0.0714,1.0523
33,7,0,69,1.117,5,0,1,0.5892,0.0,0.2121,1.0408
45,7,0,78,1.0953,20,1,3,0.5361,0.0,0.1556,1.0628
3,0,0,490,1.1059,10,0,1,0.015,0.0,0.0,0.921
26,7,0,367,1.1052,22,6,2,0.6685,0.0,0.2692,1.0744
91,2,0,38,1.0222,18,1,2,0.499,0.0,0.022,0.9954
24,8,1,3,1.0695,1,2,1,0.9117,0.0417,0.3333,1.0326
2,0,0,49,1.1229,13,3,1,0.01,0.0,0.0,0.921
8,1,0,515,1.1325,3,3,2,0.29,0.0,0.125,0.9251
22,3,0,335,0.9878,7,1,1,0.3827,0.0,0.1364,1.0249
10,1,0,28,0.9904,10,6,2,0.25,0.0,0.1,0.9518
19,7,1,12,0.9409,5,4,1,0.9897,0.0526,0.3684,1.0317
16,1,0,442,1.0454,0,4,2,0.205,0.0,0.0625,0.9025
15,2,0,122,1.1228,14,0,1,0.3417,0.0,0.1333,1.037
3,0,0,92,0.9326,9,2,2,0.015,0.0,0.0,0.8925
85,4,1,187,1.004,20,5,1,0.5544,0.0118,0.0471,1.0687
47,3,0,224,1.0065,23,1,1,0.3627,0.0,0.0638,1.0187
39,9,1,22,1.1392,12,4,2,0.7335,0.0256,0.2308,1.1274
37,1,0,21,0.8897,7,5,2,0.2391,0.0,0.027,0.9703
20,11,4,88,1.1243,1,6,2,1.0,0.2,0.55,1.1069
69,10,2,258,1.1169,3,0,2,0.7218,0.029,0.1449,1.1202
106,27,7,65,1.0182,0,6,1,1.0,0.066,0.2547,1.051
0,0,0,93,1.093,4,0,2,0.0,0.0,0.0,0.9047
3,0,0,171,1.0863,1,3,1,0.015,0.0,0.0,0.8751
44,3,0,158,1.0893,21,0,2,0.3564,0.0,0.0682,1.0112
10,2,0,81,0.9294,23,5,2,0.45,0.0,0.2,1.0086
97,16,0,214,1.0655,20,6,1,0.8149,0.0,0.1649,1.1113
44,5,1,158,1.0823,1,1,2,0.5155,0.0227,0.1136,1.0277
18,8,1,34,1.1046,0,4,3,1.0,0.0556,0.4444,1.0716
21,1,0,125,1.0395,11,2,2,0.2002,0.0,0.0476,0.9631
46,4,1,78,1.0005,1,5,3,0.4691,0.0217,0.087,1.0226
6,2,0,34,1.0379,23,5,2,0.6967,0.0,0.3333,1.0292
85,27,3,74,1.0355,10,1,1,1.0,0.0353,0.3176,1.0837
0,0,0,513,1.087,2,5,2,0.0,0.0,0.0,0.8511
154,8,1,10,1.032,6,2,2,0.6234,0.0065,0.0519,1.0481
7,0,0,96,1.0577,10,6,1,0.035,0.0,0.0,0.9212
54,10,1,93,0.9873,19,3,2,0.6959,0.0185,0.1852,1.055
1,0,0,16,1.0017,18,2,1,0.005,0.0,0.0,0.8912
22,2,0,42,1.0131,22,4,1,0.2918,0.0,0.0909,0.9806
39,17,4,264,1.0708,17,2,1,1.0,0.1026,0.4359,1.0526
2,0,0,534,1.1037,14,0,2,0.01,0.0,0.0,0.9301
23,4,1,89,1.1004,17,0,2,0.5933,0.0435,0.1739,1.0686
14,1,0,64,1.0913,21,5,2,0.2129,0.0,0.0714,0.9751
27,4,1,10,1.0068,3,5,1,0.5424,0.037,0.1481,1.0746
28,0,0,359,1.0562,17,2,2,0.14,0.0,0.0,0.9627
61,25,2,130,1.184,6,2,2,1.0,0.0328,0.4098,1.0437
5,2,0,444,1.0527,12,0,1,0.825,0.0,0.4,1.1153
3,0,0,80,1.1918,21,2,3,0.015,0.0,0.0,0.96
20,3,0,94,1.0139,11,3,2,0.4,0.0,0.15,1.0269
87,4,0,334,0.9747,18,5,1,0.527,0.0,0.046,1.0494
77,20,2,81,1.1075,7,2,2,0.9824,0.026,0.2597,1.1174
32,6,0,33,0.866,2,0,2,0.535,0.0,0.1875,1.0038
87,25,1,57,1.0476,18,3,1,1.0,0.0115,0.2874,1.065
65,14,1,385,1.0243,22,2,2,0.8019,0.0154,0.2154,1.1319
13,0,0,24,1.149,17,0,1,0.065,0.0,0.0,0.9054
7,0,0,250,0.9269,3,3,2,0.035,0.0,0.0,0.872
14,0,0,134,1.0886,6,0,2,0.07,0.0,0.0,0.9175
10,0,0,585,1.0082,11,5,1,0.05,0.0,0.0,0.8832
38,9,2,84,0.9855,11,6,1,0.8216,0.0526,0.2368,1.0541
35,6,0,73,1.2495,23,3,2,0.5179,0.0,0.1714,1.0436
36,5,1,11,0.9778,11,1,2,0.5411,0.0278,0.1389,1.0618
8,1,0,59,1.0654,13,4,1,0.29,0.0,0.125,0.9377
62,21,7,280,1.0894,12,0,1,1.0,0.1129,0.3387,1.0836
22,6,1,289,0.872,3,4,2,0.7918,0.0455,0.2727,1.038
25,0,0,91,1.1603,13,0,3,0.125,0.0,0.0,0.9486
231,15,0,34,0.9999,8,3,3,0.6299,0.0,0.0649,1.0361
13,4,0,69,1.005,7,5,2,0.6804,0.0,0.3077,1.0331
20,3,0,133,0.8538,15,1,1,0.4,0.0,0.15,1.0217
45,9,4,31,1.0148,16,5,1,0.8917,0.0889,0.2,1.0702
84,17,6,6,1.0743,15,6,2,1.0,0.0714,0.2024,1.094
5,0,0,88,0.9691,13,4,2,0.025,0.0,0.0,0.9055
53,12,3,13,1.0106,15,1,1,0.8876,0.0566,0.2264,1.0703
100,10,2,266,1.0452,3,0,1,0.76,0.02,0.1,1.085
21,6,1,188,0.8,21,1,2,0.8193,0.0476,0.2857,1.1156
13,3,0,63,0.9611,13,6,3,0.5265,0.0,0.2308,1.0561
45,8,1,42,1.1067,18,0,1,0.6472,0.0222,0.1778,1.0696
11,0,0,79,1.0788,21,5,1,0.055,0.0,0.0,0.9211
19,5,1,54,1.0487,10,2,1,0.7792,0.0526,0.2632,1.0582
90,15,3,189,1.0066,20,0,3,0.8833,0.0333,0.1667,1.0511
35,3,0,45,1.0865,20,1,3,0.3464,0.0,0.0857,1.0352
3,0,0,334,1.0243,16,5,3,0.015,0.0,0.0,0.9234
16,4,0,298,1.1609,12,5,2,0.58,0.0,0.25,1.0581
39,8,1,273,1.1566,19,2,3,0.6822,0.0256,0.2051,1.0444
26,3,0,153,1.0822,8,0,1,0.3608,0.0,0.1154,1.011
43,3,1,313,1.0075,17,1,1,0.4243,0.0233,0.0698,1.0191
57,19,3,312,1.0044,17,4,1,1.0,0.0526,0.3333,1.0985
26,4,1,34,1.0008,23,4,3,0.5531,0.0385,0.1538,1.0464
173,16,1,586,1.1044,2,0,1,0.7023,0.0058,0.0925,1.0323
98,10,1,96,1.0604,18,6,2,0.7247,0.0102,0.102,1.0985
2,0,0,45,0.9366,18,1,2,0.01,0.0,0.0,0.9083
12,1,0,1,1.0755,10,5,3,0.2267,0.0,0.0833,0.9775
14,2,0,137,1.0812,16,0,2,0.3557,0.0,0.1429,1.0232
8,0,0,192,0.9648,6,5,3,0.04,0.0,0.0,0.8789
14,2,0,399,1.0539,10,0,1,0.3557,0.0,0.1429,1.0185
22,0,0,497,1.0422,0,1,3,0.11,0.0,0.0,0.9
2,0,0,137,1.044,12,4,3,0.01,0.0,0.0,0.9382
5,1,0,198,1.0143,10,2,2,0.425,0.0,0.2,1.0029
4,0,0,560,0.9892,19,3,1,0.02,0.0,0.0,0.9077
1,0,0,74,1.0615,13,3,1,0.005,0.0,0.0,0.8799
26,1,0,112,0.9622,14,0,1,0.2069,0.0,0.0385,0.965
16,3,0,190,1.1983,11,4,3,0.455,0.0,0.1875,1.0247
109,16,6,184,1.0464,13,5,3,0.9587,0.055,0.1468,1.0425
4,0,0,180,1.0709,20,3,1,0.02,0.0,0.0,0.9053
104,14,1,42,0.9691,16,4,2,0.7981,0.0096,0.1346,1.1044
3,0,0,277,1.0239,20,5,1,0.015,0.0,0.0,0.9012
38,7,1,60,1.0877,19,6,1,0.6374,0.0263,0.1842,1.103
11,3,0,63,0.9434,11,6,1,0.6005,0.0,0.2727,1.04
70,7,3,140,0.9476,15,2,2,0.6786,0.0429,0.1,1.0299
2,0,0,294,1.1003,7,5,1,0.01,0.0,0.0,0.8996
121,18,5,30,1.0676,13,4,3,0.9215,0.0413,0.1488,1.0813
1,0,0,9,1.1689,10,4,2,0.005,0.0,0.0,0.9414
11,2,0,369,1.083,10,0,3,0.4186,0.0,0.1818,1.0171
24,4,0,59,0.9897,20,5,2,0.4533,0.0,0.1667,1.0159
56,6,1,157,1.0624,5,3,1,0.5479,0.0179,0.1071,1.0271
120,66,10,181,1.1566,10,5,1,1.0,0.0833,0.55,1.07
22,3,0,134,1.1193,1,1,3,0.3827,0.0,0.1364,1.026
56,11,0,129,1.0096,16,6,1,0.6729,0.0,0.1964,1.0391
51,19,1,589,0.9367,9,4,1,1.0,0.0196,0.3725,1.0813
33,2,1,129,1.0102,22,5,1,0.3771,0.0303,0.0606,1.03
46,16,0,178,0.9135,18,2,1,0.9257,0.0,0.3478,1.0195
1,0,0,108,1.1164,15,5,2,0.005,0.0,0.0,0.9201
23,0,0,38,1.035,17,3,2,0.115,0.0,0.0,0.9515
61,5,0,577,0.9887,11,1,2,0.4689,0.0,0.082,0.9928
25,1,0,61,1.0659,17,0,3,0.205,0.0,0.04,0.9547
82,12,2,254,1.1269,21,0,2,0.7759,0.0244,0.1463,1.0931
71,27,1,41,1.0639,20,4,1,1.0,0.0141,0.3803,1.1028
79,2,0,76,1.0368,10,2,2,0.4456,0.0,0.0253,0.9921
5,1,0,71,0.895,21,5,1,0.425,0.0,0.2,1.0239
11,0,0,95,1.0033,0,6,2,0.055,0.0,0.0,0.9292
1,0,0,286,1.0097,7,1,2,0.005,0.0,0.0,0.9103
162,30,4,317,0.9739,2,4,1,0.9444,0.0247,0.1852,1.0588
10,1,0,76,1.051,4,4,1,0.25,0.0,0.1,0.9143
18,3,0,82,1.0115,3,6,3,0.4233,0.0,0.1667,1.0259
12,3,1,43,0.9938,11,2,2,0.81,0.0833,0.25,1.0636
1,0,0,469,1.0627,12,3,1,0.005,0.0,0.0,0.8944
12,3,1,49,0.9664,5,6,2,0.81,0.0833,0.25,1.0997
4,0,0,8,0.9,12,0,3,0.02,0.0,0.0,0.9011
20,6,0,19,1.0154,20,5,2,0.7,0.0,0.3,1.104
136,45,7,108,0.9526,7,3,2,1.0,0.0515,0.3309,1.1086
47,15,2,21,0.893,13,6,1,1.0,0.0426,0.3191,1.1481
49,4,0,22,1.0996,10,1,1,0.4083,0.0,0.0816,0.9844
24,1,0,30,1.0771,19,0,2,0.2033,0.0,0.0417,0.922
66,20,9,37,1.0987,10,6,2,1.0,0.1364,0.303,1.1063
95,29,18,245,0.9248,10,3,1,1.0,0.1895,0.3053,1.0654
130,18,4,504,0.8425,0,6,2,0.8692,0.0308,0.1385,1.012
4,1,0,288,1.073,3,6,3,0.52,0.0,0.25,1.0431
84,8,1,48,1.0002,19,2,2,0.6462,0.0119,0.0952,1.0476
10,2,0,32,1.0536,9,6,2,0.45,0.0,0.2,1.0159
20,0,0,221,1.2477,1,0,2,0.1,0.0,0.0,0.8914
16,4,0,207,1.25,18,5,1,0.58,0.0,0.25,1.0696
44,22,3,62,0.9947,22,6,1,1.0,0.0682,0.5,1.1161
36,16,3,65,1.1675,14,4,3,1.0,0.0833,0.4444,1.0382
4,0,0,293,0.9657,10,5,1,0.02,0.0,0.0,0.9126
61,17,5,591,0.9779,13,6,3,1.0,0.082,0.2787,1.0283
23,5,0,248,1.0216,10,4,3,0.5498,0.0,0.2174,1.0159
0,0,0,40,1.1622,20,3,1,0.0,0.0,0.0,0.9568
21,0,0,97,0.9121,15,4,3,0.105,0.0,0.0,0.967
29,2,0,31,1.0314,5,3,2,0.2829,0.0,0.069,0.971
2,0,0,4,1.0139,2,3,3,0.01,0.0,0.0,0.8643
6,0,0,42,1.0007,9,6,2,0.03,0.0,0.0,0.8996
201,32,6,48,1.0939,6,0,1,0.908,0.0299,0.1592,1.109
81,8,0,58,1.0391,11,5,1,0.6025,0.0,0.0988,1.0362
5,0,0,486,0.9274,13,5,2,0.025,0.0,0.0,0.8931
34,9,1,16,1.1078,7,1,3,0.7876,0.0294,0.2647,1.1244
19,2,0,374,1.0548,5,1,2,0.3055,0.0,0.1053,1.019
31,5,1,2,1.011,15,2,3,0.5744,0.0323,0.1613,1.0657
25,4,1,322,1.0097,18,6,3,0.565,0.04,0.16,1.0299
1,0,0,212,1.0801,2,1,2,0.005,0.0,0.0,0.8538
15,2,0,32,1.1142,3,1,2,0.3417,0.0,0.1333,0.9976
5,0,0,144,1.0834,6,6,3,0.025,0.0,0.0,0.9177
26,9,0,107,1.0112,14,0,2,0.8223,0.0,0.3462,1.1081
95,10,4,505,1.0815,6,5,2,0.8118,0.0421,0.1053,1.0783
216,42,7,120,1.1787,12,6,1,0.9861,0.0324,0.1944,1.0596
115,19,6,27,1.0007,5,5,2,0.987,0.0522,0.1652,1.0999
169,25,5,87,1.0663,23,1,3,0.8846,0.0296,0.1479,1.0506
0,0,0,231,1.0489,7,3,2,0.0,0.0,0.0,0.8577
52,16,4,235,1.0385,4,3,3,1.0,0.0769,0.3077,1.0612
12,2,0,40,0.9293,5,6,2,0.3933,0.0,0.1667,1.0044
80,21,4,376,1.1565,13,0,2,1.0,0.05,0.2625,1.0854
67,4,2,2,1.1581,18,1,1,0.544,0.0299,0.0597,1.1174
22,1,0,92,1.0738,4,2,2,0.2009,0.0,0.0455,0.9308
25,1,0,492,1.1687,17,0,1,0.205,0.0,0.04,0.9272
12,1,0,68,1.0264,20,2,1,0.2267,0.0,0.0833,0.9846
13,2,0,524,1.0525,16,1,3,0.3727,0.0,0.1538,0.9999
158,77,7,288,0.9817,16,4,2,1.0,0.0443,0.4873,1.0423
87,12,2,59,1.1461,0,4,3,0.7798,0.023,0.1379,1.1328
8,1,0,51,1.1346,7,5,2,0.29,0.0,0.125,0.9924
12,2,0,320,1.0452,5,0,3,0.3933,0.0,0.1667,1.0117
4,1,0,250,1.1195,3,0,1,0.52,0.0,0.25,1.0351
179,35,3,164,1.0099,1,6,2,0.9413,0.0168,0.1955,1.0479
95,10,2,31,1.0638,5,1,2,0.7487,0.0211,0.1053,1.0305
32,8,2,33,1.1248,2,0,3,0.8475,0.0625,0.25,1.0469
47,5,2,85,1.0191,12,5,2,0.5754,0.0426,0.1064,1.0465
55,4,0,242,1.002,10,2,3,0.4205,0.0,0.0727,1.0337
9,1,0,238,1.0946,22,5,2,0.2672,0.0,0.1111,0.9206
109,29,6,302,0.9693,18,4,1,1.0,0.055,0.2661,1.0746
29,7,0,88,1.0241,15,2,3,0.6278,0.0,0.2414,1.0318
3,0,0,33,0.939,21,4,2,0.015,0.0,0.0,0.8804
20,5,0,375,1.0285,19,2,1,0.6,0.0,0.25,1.058
36,4,1,527,1.1808,1,5,1,0.4856,0.0278,0.1111,1.014
17,1,0,179,1.033,23,4,1,0.2026,0.0,0.0588,0.9396
48,15,4,41,1.1232,4,3,2,1.0,0.0833,0.3125,1.1177
85,5,0,10,1.053,20,1,2,0.5426,0.0,0.0588,1.0624
59,5,1,36,1.0939,6,4,2,0.5153,0.0169,0.0847,1.0078
41,12,5,146,0.8565,14,4,2,1.0,0.122,0.2927,1.0627
28,5,1,10,1.0501,16,2,2,0.6043,0.0357,0.1786,1.0573
11,2,0,43,1.0185,4,3,3,0.4186,0.0,0.1818,0.9843
24,5,1,168,1.079,14,0,2,0.6617,0.0417,0.2083,1.0199
13,1,0,255,0.957,3,1,2,0.2188,0.0,0.0769,0.9024
108,27,2,267,0.9845,20,5,3,1.0,0.0185,0.25,1.0647
95,11,4,26,1.214,2,4,3,0.8329,0.0421,0.1158,1.18
6,0,0,91,0.9904,12,0,1,0.03,0.0,0.0,0.9099
69,15,6,75,1.0876,13,0,1,1.0,0.087,0.2174,1.1076
48,7,0,388,0.9708,0,4,3,0.5317,0.0,0.1458,1.0517
147,42,2,38,1.0866,9,2,3,1.0,0.0136,0.2857,1.0897
24,2,0,49,0.9865,23,5,1,0.2867,0.0,0.0833,0.9975
51,14,7,454,1.0154,5,1,3,1.0,0.1373,0.2745,1.1048
29,9,2,91,0.9636,17,5,2,0.9726,0.069,0.3103,1.1178
2,0,0,290,1.0033,14,0,3,0.01,0.0,0.0,0.9052
1,0,0,40,1.0789,20,4,3,0.005,0.0,0.0,0.9018
5,1,0,174,1.0649,1,2,3,0.425,0.0,0.2,0.9898
14,1,0,18,1.0917,13,3,3,0.2129,0.0,0.0714,0.9453
11,2,0,438,1.1482,0,0,3,0.4186,0.0,0.1818,1.0219
52,17,6,270,1.0345,23,2,2,1.0,0.1154,0.3269,1.0703
50,9,2,263,1.0456,18,3,3,0.73,0.04,0.18,1.0776
142,54,2,15,1.2175,17,2,1,1.0,0.0141,0.3803,1.1436
14,2,0,375,0.8818,8,3,2,0.3557,0.0,0.1429,0.9837
111,14,2,3,1.0092,13,2,3,0.8063,0.018,0.1261,1.1083
37,8,1,4,1.1105,21,0,1,0.6985,0.027,0.2162,1.0672
27,1,0,411,0.9458,17,1,2,0.2091,0.0,0.037,0.9007
44,7,0,37,1.0128,9,5,2,0.5382,0.0,0.1591,1.0232
48,11,1,12,1.0992,15,0,2,0.7608,0.0208,0.2292,1.1462
7,0,0,375,1.1555,14,5,2,0.035,0.0,0.0,0.8805
55,12,3,543,1.0381,9,3,2,0.875,0.0545,0.2182,1.0967
51,15,0,42,1.0157,19,1,3,0.8432,0.0,0.2941,1.0573
240,39,14,362,1.0946,0,5,2,1.0,0.0583,0.1625,1.0841
97,12,5,106,1.0647,15,0,2,0.8871,0.0515,0.1237,1.1091
46,4,0,221,0.9581,21,1,2,0.4039,0.0,0.087,1.0377
49,13,6,42,1.1405,17,4,2,1.0,0.1224,0.2653,1.0938
116,29,7,77,1.0346,0,4,2,1.0,0.0603,0.25,1.0137
136,26,5,10,1.1167,12,5,1,0.9926,0.0368,0.1912,1.0422
70,6,0,125,0.9052,7,2,1,0.5214,0.0,0.0857,1.0051
58,7,1,441,1.0228,0,1,2,0.5831,0.0172,0.1207,1.0106
4,1,0,462,1.1421,16,3,1,0.52,0.0,0.25,1.0697
70,9,3,231,0.973,9,2,3,0.7357,0.0429,0.1286,1.0944
11,2,0,188,1.0068,8,5,1,0.4186,0.0,0.1818,1.0181
33,2,0,61,1.1527,16,1,1,0.2862,0.0,0.0606,0.9441
20,4,1,36,0.9173,8,1,3,0.65,0.05,0.2,1.0331
16,3,1,126,1.0275,19,3,3,0.6425,0.0625,0.1875,1.0598
14,1,0,183,1.0715,12,6,2,0.2129,0.0,0.0714,0.9551
77,4,2,140,1.1646,0,2,1,0.5668,0.026,0.0519,1.0276
58,13,5,29,1.1459,6,3,3,0.9969,0.0862,0.2241,1.1131
29,4,1,46,1.0211,2,3,3,0.5243,0.0345,0.1379,1.0186
43,9,1,71,1.1576,4,4,1,0.7034,0.0233,0.2093,1.0309
166,43,3,32,1.0904,8,3,1,1.0,0.0181,0.259,1.1299
20,0,0,42,1.0688,16,5,2,0.1,0.0,0.0,0.9277
32,6,3,18,1.0076,9,5,2,0.8162,0.0938,0.1875,1.1439
30,14,3,93,1.1035,23,3,1,1.0,0.1,0.4667,1.0845
109,18,3,69,1.173,17,3,3,0.9128,0.0275,0.1651,1.0686
17,3,0,71,1.0617,8,1,2,0.4379,0.0,0.1765,0.9797
171,30,15,4,1.0845,8,0,3,1.0,0.0877,0.1754,1.0897
14,1,0,31,1.0484,5,6,2,0.2129,0.0,0.0714,0.9239
4,1,0,596,1.0148,0,0,1,0.52,0.0,0.25,1.0592
8,1,0,480,1.1718,14,5,3,0.29,0.0,0.125,0.9727
22,0,0,405,0.9944,4,2,3,0.11,0.0,0.0,0.9311
41,5,0,149,1.1365,5,2,3,0.4489,0.0,0.122,1.0206
29,11,1,309,1.024,19,0,2,1.0,0.0345,0.3793,1.133
18,7,1,53,1.1352,14,3,1,1.0,0.0556,0.3889,1.0774
33,10,1,69,0.9976,11,1,1,0.862,0.0303,0.303,1.0788
73,16,2,4,1.0826,20,6,2,0.8855,0.0274,0.2192,1.0937
73,17,2,48,1.25,22,6,2,0.9129,0.0274,0.2329,1.1235
51,18,0,9,1.0498,13,0,2,0.9609,0.0,0.3529,1.1085
121,23,7,191,1.1257,6,0,2,1.0,0.0579,0.1901,1.0917
35,0,0,35,1.1268,22,5,1,0.175,0.0,0.0,0.9983
0,0,0,67,1.2084,10,3,3,0.0,0.0,0.0,0.9414
13,1,0,161,0.9882,6,6,2,0.2188,0.0,0.0769,0.9141
15,1,0,36,1.0298,2,5,1,0.2083,0.0,0.0667,0.9534
31,5,0,113,1.0351,4,6,3,0.4776,0.0,0.1613,1.0346
94,11,5,260,0.9174,23,2,3,0.8636,0.0532,0.117,1.0305
72,2,0,71,1.25,7,0,3,0.4156,0.0,0.0278,1.0398
10,3,1,248,1.0277,17,0,1,0.95,0.1,0.3,1.0503
29,1,0,195,1.0116,20,2,3,0.214,0.0,0.0345,0.9769
43,3,0,80,1.2112,12,3,2,0.3545,0.0,0.0698,1.0297
175,23,5,599,1.0138,20,5,2,0.8486,0.0286,0.1314,1.133
1,0,0,10,0.9598,8,4,2,0.005,0.0,0.0,0.8888
24,2,0,189,1.0158,6,2,1,0.2867,0.0,0.0833,0.9383
177,13,5,528,0.9384,7,5,3,0.7316,0.0282,0.0734,1.1051
151,18,4,222,0.947,7,6,2,0.8179,0.0265,0.1192,1.0462
16,2,0,50,1.1412,9,5,3,0.33,0.0,0.125,1.0396
0,0,0,58,0.9793,19,6,3,0.0,0.0,0.0,0.9767
35,5,1,39,0.8604,9,4,1,0.5464,0.0286,0.1429,1.0013
80,0,0,65,1.0939,19,4,2,0.4,0.0,0.0,1.0186
15,0,0,290,1.0445,17,1,2,0.075,0.0,0.0,0.8877
108,24,1,63,1.0075,6,4,2,0.9722,0.0093,0.2222,1.0818
16,1,0,356,1.0059,3,0,1,0.205,0.0,0.0625,0.8969
37,3,0,115,1.0968,12,2,1,0.3472,0.0,0.0811,1.0114
51,11,0,329,1.088,21,2,1,0.6864,0.0,0.2157,1.0566
16,5,1,65,0.9994,14,3,2,0.8925,0.0625,0.3125,1.0412
17,4,0,67,1.0678,5,1,1,0.5556,0.0,0.2353,1.0426
25,4,3,340,1.1281,9,0,2,0.805,0.12,0.16,1.104
72,6,2,68,1.1317,17,3,2,0.61,0.0278,0.0833,1.067
4,1,0,15,1.1665,19,0,2,0.52,0.0,0.25,1.1039
39,2,0,91,1.0084,10,4,1,0.2976,0.0,0.0513,0.976
45,5,2,37,1.057,18,6,1,0.5806,0.0444,0.1111,1.0443
32,6,0,588,1.075,14,1,2,0.535,0.0,0.1875,1.0601
109,23,6,256,0.9393,3,3,3,1.0,0.055,0.211,1.07
36,6,1,74,1.0527,17,2,3,0.5967,0.0278,0.1667,1.0189
40,5,0,76,1.0014,21,0,3,0.45,0.0,0.125,1.0139
36,7,1,117,1.0726,0,4,2,0.6522,0.0278,0.1944,1.0211
51,1,0,121,1.192,19,6,2,0.2942,0.0,0.0196,1.0026
5,1,0,247,1.082,4,1,2,0.425,0.0,0.2,1.0025
89,11,3,209,1.0643,5,3,1,0.7933,0.0337,0.1236,1.0948
1,0,0,63,1.0793,4,3,1,0.005,0.0,0.0,0.9092
40,4,0,78,0.9839,17,4,2,0.4,0.0,0.1,1.0227
38,4,0,23,1.076,20,3,3,0.4005,0.0,0.1053,1.0549
9,0,0,328,1.1591,22,4,3,0.045,0.0,0.0,0.9007
1,0,0,33,1.0831,17,6,2,0.005,0.0,0.0,0.9535
5,0,0,196,1.0108,16,2,3,0.025,0.0,0.0,0.9291
12,1,0,488,1.0444,16,6,3,0.2267,0.0,0.0833,0.9807
85,21,4,144,1.1482,8,1,1,1.0,0.0471,0.2471,1.1225
77,14,1,150,1.0523,12,1,3,0.7876,0.013,0.1818,1.0736
2,0,0,132,1.109,1,1,2,0.01,0.0,0.0,0.9286
13,1,0,342,1.1771,23,1,2,0.2188,0.0,0.0769,0.9444
88,23,0,77,1.1111,9,5,3,0.9627,0.0,0.2614,1.0669
10,2,0,15,0.9359,12,1,1,0.45,0.0,0.2,0.9964
220,85,9,64,1.1514,5,0,3,1.0,0.0409,0.3864,1.0427
11,3,0,275,0.9711,22,4,1,0.6005,0.0,0.2727,1.0578
53,5,1,94,0.9372,20,6,3,0.5103,0.0189,0.0943,1.0215
21,4,0,95,1.0183,20,5,3,0.486,0.0,0.1905,1.0426
5,1,0,457,1.0232,0,3,2,0.425,0.0,0.2,0.9885
11,0,0,168,1.0204,14,1,2,0.055,0.0,0.0,0.9175
44,0,0,56,1.0982,13,2,2,0.22,0.0,0.0,0.9406
16,0,0,4,1.1421,4,1,2,0.08,0.0,0.0,0.9375
37,7,1,14,1.0535,17,0,1,0.6445,0.027,0.1892,1.0419
9,1,0,45,1.1209,11,3,1,0.2672,0.0,0.1111,0.9455
23,4,1,82,0.9776,0,6,1,0.5933,0.0435,0.1739,1.013
28,6,1,79,1.0344,21,6,1,0.6757,0.0357,0.2143,1.0513
21,4,0,61,1.109,17,5,1,0.486,0.0,0.1905,0.9995
8,0,0,78,0.9668,0,5,2,0.04,0.0,0.0,0.8875
24,7,2,31,0.9803,4,3,1,0.9533,0.0833,0.2917,1.0833
47,8,0,258,1.1141,12,4,2,0.5754,0.0,0.1702,1.0273
133,42,10,76,1.0394,8,4,3,1.0,0.0752,0.3158,1.0685
62,10,2,45,1.174,12,3,1,0.7294,0.0323,0.1613,1.0706
7,1,0,9,0.8486,22,2,1,0.3207,0.0,0.1429,1.0392
12,2,0,4,0.926,14,3,3,0.3933,0.0,0.1667,0.9964
3,0,0,43,0.9816,1,0,3,0.015,0.0,0.0,0.9014
5,1,0,471,1.1134,13,4,1,0.425,0.0,0.2,1.02
11,0,0,70,1.1198,9,6,1,0.055,0.0,0.0,0.9472
8,2,0,6,1.0399,21,4,2,0.54,0.0,0.25,1.0844
9,0,0,93,0.8736,18,6,1,0.045,0.0,0.0,0.9322
10,1,0,246,1.1385,7,0,3,0.25,0.0,0.1,0.9168
14,2,0,47,1.1149,15,2,3,0.3557,0.0,0.1429,1.0182
5,1,0,30,1.1565,9,0,2,0.425,0.0,0.2,1.0345
13,1,0,63,1.1641,12,1,1,0.2188,0.0,0.0769,0.9591
46,14,3,4,1.0589,21,1,3,1.0,0.0652,0.3043,1.0988
10,0,0,523,1.0828,15,5,3,0.05,0.0,0.0,0.9113
7,0,0,80,1.2027,21,1,3,0.035,0.0,0.0,0.9377
2,0,0,36,1.0098,16,6,3,0.01,0.0,0.0,0.8899
